"","Name","Address.x","origname","Agency.x","Address.y","City","State","Zip","Site ID","Site Name","Agency21","Agency.y","distance"
"738",NA,NA,NA,NA,"I-35 NB - 1 MI NO IA/MN BORDER, Glenville, MN 56036","Glenville","MN","56036","11989","SITE, D6B, REST AREA, ALBERT LEA","DOT","DOT",NA
"739",NA,NA,NA,NA,"I90 EB-2.2 MI E OF I35, Hayward, MN 56043","Hayward","MN","56043","11990","SITE, D6B, REST AREA, HAYWARD","DOT","DOT",NA
"740",NA,NA,NA,NA,"I-35 NB - 10 MI NO OF FARIBAULT, Northfield, MN 55057","Northfield","MN","55057","11991","SITE, D6B, REST AREA, HEATH CREEK","DOT","DOT",NA
"741",NA,NA,NA,NA,"US 61 - 5 MI NO OF LAKE CITY, Lake City, MN 55041","Lake City","MN","55041","11992","SITE, D6B, REST AREA, LAKE PEPIN","DOT","DOT",NA
"742",NA,NA,NA,NA,"I-35 SB - SO OF ELKO EXIT, New Market, MN 55054","New Market","MN","55054","11993","SITE, D6B, REST AREA, NEW MARKET","DOT","DOT",NA
"743",NA,NA,NA,NA,"I-90 WB - 1 MI WEST JCT CO RD 34, Oakland Woods, MN 56007","Oakland Woods","MN","56007","11994","SITE, D6B, REST AREA, OAKLAND WOODS","DOT","DOT",NA
"744",NA,NA,NA,NA,"I-35 NB - 6 MI S OF OWATONNA, Owatonna, MN 55060","Owatonna","MN","55060","11995","SITE, D6B, REST AREA, STRAIGHT RIVER NORTH","DOT","DOT",NA
"745",NA,NA,NA,NA,"I-35 SB - 6 MI S. OF OWATONNA, Owatonna, MN 55060","Owatonna","MN","55060","11996","SITE, D6B, REST AREA, STRAIGHT RIVER SOUTH","DOT","DOT",NA
"746",NA,NA,NA,NA,"County Road 5, Albert Lea, MN 56007","Albert Lea","MN","56007","11998","SITE, D6B, TRUCK STATION, ALBERT LEA","DOT","DOT",NA
"747",NA,NA,NA,NA,"31553 63rd Ave, Cannon Falls, MN 55009","Cannon Falls","MN","55009","12000","SITE, D6B, TRUCK STATION, CANNON FALLS","DOT","DOT",NA
"748",NA,NA,NA,NA,"61923 MN Hwy 56, Dodge Center, MN 55927","Dodge Center","MN","55927","12001","SITE, D6B, TRUCK STATION, DODGE CENTER","DOT","DOT",NA
"749",NA,NA,NA,NA,"510 West Woodley Street, Northfield, MN 55057","Northfield","MN","55057","12003","SITE, D6B, TRUCK STATION, NORTHFIELD","DOT","DOT",NA
"750",NA,NA,NA,NA,"See location description, Glenville, MN 56036","Glenville","MN","56036","15169","WWTP, Albert Lea Travel Information Ctr","DOT","DOT",NA
"751",NA,NA,NA,NA,"Address Unknown, Faribault, MN 55021","Faribault","MN","55021","15168","WWTP, Heath Creek Rest Area","DOT","DOT",NA
"752",NA,NA,NA,NA,"See location description, Owatonna, MN 55060","Owatonna","MN","55060","15172","WWTP, Straight River Rest Area","DOT","DOT",NA
"753",NA,NA,NA,NA,"501 SOUTH VICTORY DRIVE, MANKATO, MN 56001","MANKATO","MN","56001","12007","SITE, D7E, HEADQUARTERS, MANKATO OLD","DOT","DOT",NA
"754",NA,NA,NA,NA,"64471 County Highway 46, Alden, MN 56009","Alden","MN","56009","12008","SITE, D7E, LOADING SITE, ALDEN","DOT","DOT",NA
"755",NA,NA,NA,NA,"Th 30- .75 Mi W of Amboy, Amboy, MN 56010","Amboy","MN","56010","12009","SITE, D7E, LOADING SITE, AMBOY","DOT","DOT",NA
"756",NA,NA,NA,NA,"MANKATO - TH 14, Mankato, MN 56001","Mankato","MN","56001","12011","SITE, D7E, LOADING SITE, MANKATO","DOT","DOT",NA
"757",NA,NA,NA,NA,"I90 EB - BLUE EARTH, Blue Earth, MN 56013","Blue Earth","MN","56013","12013","SITE, D7E, REST AREA, BLUE EARTH EAST","DOT","DOT",NA
"758",NA,NA,NA,NA,"I90 WB - BLUE EARTH, Blue Earth, MN 56013","Blue Earth","MN","56013","12014","SITE, D7E, REST AREA, BLUE EARTH WEST","DOT","DOT",NA
"759",NA,NA,NA,NA,"US 169, Le Sueur, MN 56058","Le Sueur","MN","56058","12015","SITE, D7E, REST AREA, MINNESOTA VALLEY","DOT","DOT",NA
"760",NA,NA,NA,NA,"132 Zieske Road, Courtland, MN 56021","Courtland","MN","56021","16809","SITE, D7E, TRUCK STATION, COURTLAND","DOT","DOT",NA
"761",NA,NA,NA,NA,"201 Boulevard Avenue West, Montgomery, MN 56069","Montgomery","MN","56069","12020","SITE, D7E, TRUCK STATION, MONTGOMERY","DOT","DOT",NA
"762",NA,NA,NA,NA,"19 EAGER AV NE, Madelia, MN 56062","Madelia","MN","56062","12028","SITE, D7W, LOADING SITE, MADELIA","DOT","DOT",NA
"763",NA,NA,NA,NA,"13605 I-90 EASTBOUND, Adrian, MN 56110","Adrian","MN","56110","12030","SITE, D7W, REST AREA, ADRIAN EAST","DOT","DOT",NA
"764",NA,NA,NA,NA,"14396 I-90 WESTBOUND, Adrian, MN 56110","Adrian","MN","56110","12031","SITE, D7W, REST AREA, ADRIAN WEST","DOT","DOT",NA
"765",NA,NA,NA,NA,"I-90, Beaver Creek, MN 56116","Beaver Creek","MN","56116","12033","SITE, D7W, REST AREA, BEAVER CREEK","DOT","DOT",NA
"766",NA,NA,NA,NA,"49567 I-90 EASTBOUND, Jackson, MN 56143","Jackson","MN","56143","12034","SITE, D7W, REST AREA, CLEAR LAKE","DOT","DOT",NA
"767",NA,NA,NA,NA,"1.5 MI W OF JACKSON, Jackson, MN 56143","Jackson","MN","56143","12035","SITE, D7W, REST AREA, DES MOINES","DOT","DOT",NA
"768",NA,NA,NA,NA,"77588 MN HWY 60, St. James, MN 56081","St. James","MN","56081","12036","SITE, D7W, REST AREA, WATONWAN","DOT","DOT",NA
"769",NA,NA,NA,NA,"TH 60 S OF WORTHINGTON, Worthington, MN 56187","Worthington","MN","56187","12037","SITE, D7W, REST AREA, WORTHINGTON","DOT","DOT",NA
"770",NA,NA,NA,NA,"221 FAIRMONT AVENUE, SHERBURN, MN 56171","SHERBURN","MN","56171","12042","SITE, D7W, TRUCK STATION, SHERBURN","DOT","DOT",NA
"771",NA,NA,NA,NA,"900 Cedar Street NE, Sleepy Eye, MN 56085","Sleepy Eye","MN","56085","12043","SITE, D7W, TRUCK STATION, SLEEPY EYE","DOT","DOT",NA
"772",NA,NA,NA,NA,"1475 SPRING AVENUE, Worthington, MN 56187","Worthington","MN","56187","12046","SITE, D7W, TRUCK STATION, WORTHINGTON","DOT","DOT",NA
"773",NA,NA,NA,NA,"I-90 EAST OF WORTHINGTON, Worthington, MN 56187","Worthington","MN","56187","12047","SITE, D7W, WEIGH SCALE, WORTHINGTON","DOT","DOT",NA
"774",NA,NA,NA,NA,"1800 EAST COLLEGE DRIVE, Marshall, MN 56258","Marshall","MN","56258","12048","SITE, D8A, HEADQUARTERS, MARSHALL","DOT","DOT",NA
"775",NA,NA,NA,NA,"2505 TRANSPORTATION RD, Willmar, MN 56201","Willmar","MN","56201","12049","SITE, D8A, HEADQUARTERS, WILLMAR","DOT","DOT",NA
"776",NA,NA,NA,NA,"JCT TH23 And TH14, Florence, MN 56170","Florence","MN","56170","12050","SITE, D8A, LOADING SITE, FLORENCE","DOT","DOT",NA
"777",NA,NA,NA,NA,"JCT TH7 And TH59, Milan, MN 56262","Milan","MN","56262","12051","SITE, D8A, LOADING SITE, MILAN","DOT","DOT",NA
"778",NA,NA,NA,NA,"JCT TH23 And CO RD31 2MI N, New London, MN 56273","New London","MN","56273","12052","SITE, D8A, LOADING SITE, NEW LONDON","DOT","DOT",NA
"779",NA,NA,NA,NA,"231 1st Ave SW, Clara City, MN 56222","Clara City","MN","56222","12315","SITE, D8A, TRUCK STATION, CLARA CITY","DOT","DOT",NA
"780",NA,NA,NA,NA,"109 8th STREET EAST, Glencoe, MN 55336","Glencoe","MN","55336","12055","SITE, D8A, TRUCK STATION, GLENCOE","DOT","DOT",NA
"781",NA,NA,NA,NA,"5530 HWY 67, Granite Falls, MN 56241","Granite Falls","MN","56241","12056","SITE, D8A, TRUCK STATION, GRANITE FALLS","DOT","DOT",NA
"782",NA,NA,NA,NA,"144 HWY 22 SOUTH, Hutchinson, MN 55350","Hutchinson","MN","55350","12057","SITE, D8A, TRUCK STATION, HUTCHINSON","DOT","DOT",NA
"783",NA,NA,NA,NA,"319 NO REBECCA ST, Ivanhoe, MN 56142","Ivanhoe","MN","56142","12058","SITE, D8A, TRUCK STATION, IVANHOE","DOT","DOT",NA
"784",NA,NA,NA,NA,"308 West Benton, Lake Benton, MN 56149","Lake Benton","MN","56149","12059","SITE, D8A, TRUCK STATION, LAKE BENTON","DOT","DOT",NA
"785",NA,NA,NA,NA,"422 South Johnson Drive, Litchfield, MN 55355","Litchfield","MN","55355","12060","SITE, D8A, TRUCK STATION, LITCHFIELD","DOT","DOT",NA
"786",NA,NA,NA,NA,"917 N. ARMSTRONG, LITCHFIELD, MN 55355","LITCHFIELD","MN","55355","12061","SITE, D8A, TRUCK STATION, LITCHFIELD OLD","DOT","DOT",NA
"787",NA,NA,NA,NA,"RTE 1 BOX 6, Madison, MN 56256","Madison","MN","56256","12062","SITE, D8A, TRUCK STATION, MADISON","DOT","DOT",NA
"788",NA,NA,NA,NA,"35 1ST ST W, Montevideo, MN 56265","Montevideo","MN","56265","12063","SITE, D8A, TRUCK STATION, MONTEVIDEO","DOT","DOT",NA
"789",NA,NA,NA,NA,"1509 LINCOLN ST. W., Olivia, MN 56277","Olivia","MN","56277","12064","SITE, D8A, TRUCK STATION, OLIVIA","DOT","DOT",NA
"790",NA,NA,NA,NA,"604 - 4TH ST W, Pipestone, MN 56164","Pipestone","MN","56164","12065","SITE, D8A, TRUCK STATION, PIPESTONE","DOT","DOT",NA
"791",NA,NA,NA,NA,"217 QUALITY DRIVE, Redwood Falls, MN 56283","Redwood Falls","MN","56283","12066","SITE, D8A, TRUCK STATION, REDWOOD FALLS","DOT","DOT",NA
"792",NA,NA,NA,NA,"891 US Hwy 59, Slayton, MN 56172","Slayton","MN","56172","12067","SITE, D8A, TRUCK STATION, SLAYTON","DOT","DOT",NA
"793",NA,NA,NA,NA,"1040 - 4TH STREET E, Tracy, MN 56175","Tracy","MN","56175","12068","SITE, D8A, TRUCK STATION, TRACY","DOT","DOT",NA
"794",NA,NA,NA,NA,"135 E 14th St, St Paul, MN 55155","St Paul","MN","55155","11349","14th Street Ramp","Department of Administration - FMD","ADM",NA
"795",NA,NA,NA,NA,"321 Grove St. Building 2, St. Paul, MN 55101","St. Paul","MN","55101","10081","321 Grove #2","Department of Administration - FMD","ADM",NA
"796",NA,NA,NA,NA,"50 Sherburne Ave, St Paul, MN 55155","St Paul","MN","55155","4712","Administration Bldg & Ramp","Department of Administration - FMD","ADM",NA
"797",NA,NA,NA,NA,"601 N. Robert St., St. Paul, MN 55164","St. Paul","MN","55164","7566","AgHealth Laboratory","Department of Administration - FMD","ADM",NA
"798",NA,NA,NA,NA,"540 Cedar St, St. Paul, MN 55155","St. Paul","MN","55155","7028","Andersen Bldg & Ramp","Department of Administration - FMD","ADM",NA
"799",NA,NA,NA,NA,"3700 N Norris Court NW, Bemidji, MN 56601","Bemidji","MN","56601","4769","BCA Bemidji","Department of Administration - FMD","ADM",NA
"800",NA,NA,NA,NA,"1430 Maryland Ave. East, St. Paul, MN 55106","St. Paul","MN","55106","10082","BCA Maryland Bldg & Garage","Department of Administration - FMD","ADM",NA
"801",NA,NA,NA,NA,"75 Rev. Dr Martin Luther King Jr. Blvd., St Paul, MN 55155","St Paul","MN","55155","4702","Capitol Building","Department of Administration - FMD","ADM",NA
"802",NA,NA,NA,NA,"760 E Miners Dr, Ely, MN 55731","Ely","MN","55731","4768","Ely Revenue Services Building","Department of Administration - FMD","ADM",NA
"803",NA,NA,NA,NA,"5420 Old Highway 8, Arden Hills, MN 55112","Arden Hills","MN","55112","10083","Fleet & Surplus Services","Department of Administration - FMD","ADM",NA
"804",NA,NA,NA,NA,"117 University Ave, St. Paul, MN 55155","St. Paul","MN","55155","10084","Ford Building","Department of Administration - FMD","ADM",NA
"805",NA,NA,NA,NA,"625 N. Robert St., St. Paul, MN 55164","St. Paul","MN","55164","7026","Freeman Building","Department of Administration - FMD","ADM",NA
"806",NA,NA,NA,NA,"1006 Summit Ave., St. Paul, MN 55105","St. Paul","MN","55105","4704","Governor's Residence","Department of Administration - FMD","ADM",NA
"807",NA,NA,NA,NA,"345 Kellogg Blvd. W., St Paul, MN 55102","St Paul","MN","55102","4780","History Center","Department of Administration - FMD","ADM",NA
"808",NA,NA,NA,NA,"25 Rev. Dr. Martin Luther King Jr. Blvd., St Paul, MN 55155","St Paul","MN","55155","4705","Judicial Center & Garage","Department of Administration - FMD","ADM",NA
"809",NA,NA,NA,NA,"660 Olive St, Saint Paul, MN 55155","Saint Paul","MN","55155","14655","Minnesota Bookstore","Department of Administration - FMD","ADM",NA
"810",NA,NA,NA,NA,"95 University Ave. W., Saint Paul, MN 55155","Saint Paul","MN","55155","14054","Minnesota Senate Building","Department of Administration - FMD","ADM",NA
"811",NA,NA,NA,NA,"424 Rice Street, Saint Paul, MN 55155","Saint Paul","MN","55155","13290","Ramp F","Department of Administration - FMD","ADM",NA
"812",NA,NA,NA,NA,"600 N. Robert St., St Paul, MN 55146","St Paul","MN","55146","4701","Stassen Building","Department of Administration - FMD","ADM",NA
"813",NA,NA,NA,NA,"100 Rev. Dr. Martin Luther King Jr. Blvd., St Paul, MN 55155","St Paul","MN","55155","4707","State Office Bldg & Ramp","Department of Administration - FMD","ADM",NA
"814",NA,NA,NA,NA,"395 John Ireland Blvd., St Paul, MN 55155","St Paul","MN","55155","4703","Transportation Bldg & Garage","Department of Administration - FMD","ADM",NA
"815",NA,NA,NA,NA,"20 W. 12th St., St Paul, MN 55155","St Paul","MN","55155","4711","Veterans Service Building","Department of Administration - FMD","ADM",NA
"816",NA,NA,NA,NA,"14305 Southcross Drive #150, Burnsville, MN 55105","Burnsville","MN","55105","15713","Weights and Measures Building","Department of Commerce","COMM",NA
"817",NA,NA,NA,NA,"332 Minnesota St, St Paul, MN 55101","St Paul","MN","55101","10265","1ST Nat Bank","Department of Employment & Economic Development (DEED)","DEED",NA
"818",NA,NA,NA,NA,"1201 89th Avenue NE, Suite 230, Blaine, MN 55434","Blaine","MN","55434","15544","Blaine WFC","Department of Employment & Economic Development (DEED)","DEED",NA
"819",NA,NA,NA,NA,"7225 Northland Drive, Suite 100, Brooklyn Park, MN 55428","Brooklyn Park","MN","55428","15547","Brooklyn Park WFC  - Hennepin N","Department of Employment & Economic Development (DEED)","DEED",NA
"820",NA,NA,NA,NA,"402 West 1st Street, Duluth, MN 55802","Duluth","MN","55802","15546","Duluth WFC","Department of Employment & Economic Development (DEED)","DEED",NA
"821",NA,NA,NA,NA,"4220 W Old Shakopee Road, Suite 100, Bloomington, MN 55437","Bloomington","MN","55437","10268","Hennepin S WFC","Department of Employment & Economic Development (DEED)","DEED",NA
"822",NA,NA,NA,NA,"2586 E 7th Ave, N. St. Paul, MN 55109","N. St. Paul","MN","55109","17030","Keindel's Korner","Department of Employment & Economic Development (DEED)","DEED",NA
"823",NA,NA,NA,NA,"406 East 7th Street, Monticello, MN 55362","Monticello","MN","55362","15551","Monticello WFC","Department of Employment & Economic Development (DEED)","DEED",NA
"824",NA,NA,NA,NA,"800 Broadway, Suite 101, Minneapolis, MN 55411","Minneapolis","MN","55411","10259","N Mpls WFC","Department of Employment & Economic Development (DEED)","DEED",NA
"825",NA,NA,NA,NA,"2070 College View Road East, Rochester, MN 55904","Rochester","MN","55904","15564","Rochester WFC","Department of Employment & Economic Development (DEED)","DEED",NA
"826",NA,NA,NA,NA,"2200 University Ave W Suite 240, St Paul, MN 55114","St Paul","MN","55114","10264","SSB St Paul","Department of Employment & Economic Development (DEED)","DEED",NA
"827",NA,NA,NA,NA,"1542 Northway Drive, St. Cloud, MN 56303","St. Cloud","MN","56303","15560","St. Cloud WFC","Department of Employment & Economic Development (DEED)","DEED",NA
"828",NA,NA,NA,NA,"540 fAIRVIEW AVE N, St. Paul, MN 55104","St. Paul","MN","55104","15565","St. Paul/Ramsey/Midway WFC","Department of Employment & Economic Development (DEED)","DEED",NA
"829",NA,NA,NA,NA,"2200 23rd Street NE, Suite 2040, Willmar, MN 56201","Willmar","MN","56201","15559","Willmar WFC","Department of Employment & Economic Development (DEED)","DEED",NA
"830",NA,NA,NA,NA,"6043 Hudson Road, Suite 170, Woodbury, MN 55125","Woodbury","MN","55125","15562","Woodbury Rehab.","Department of Employment & Economic Development (DEED)","DEED",NA
"831",NA,NA,NA,NA,"2077 Ellis Avenue, St Paul, MN 55155","St Paul","MN","55155","15652","Midway Distribution Center","Department of Health","MDH",NA
"832",NA,NA,NA,NA,"525 Lake Ave. S., Suite 330, Duluth, MN 55802","Duluth","MN","55802","15610","MN Dept. of Labor and Industry - Duluth Office","Department of Labor and Industry","DLI",NA
"833",NA,NA,NA,NA,"2070 Cliff Road, Eagan, MN 55122","Eagan","MN","55122","9834","Eagan DVS Exam Station","Department of Public Safety","DPS",NA
"834",NA,NA,NA,NA,"1110 Highway 110, Mendota Heights, MN 55118","Mendota Heights","MN","55118","15501","Mendota Heights MSP Office","Department of Public Safety","DPS",NA
"835",NA,NA,NA,NA,"2455 Fernbrook Lane North, Plymouth, MN 55447","Plymouth","MN","55447","9835","Plymouth DVS Exam Station","Department of Public Safety","DPS",NA
"836",NA,NA,NA,NA,"445 Minnesota Street, St Paul, MN 55101","St Paul","MN","55101","15499","St Paul DPS Main Office","Department of Public Safety","DPS",NA
"837",NA,NA,NA,NA,"8 Pine Tree Drive, Arden Hills, MN 55112","Arden Hills","MN","55112","15533","Department of Revenue - Arden Hills","Department of Revenue","MDOR",NA
"838",NA,NA,NA,NA,"525 S Lake Ave, Duluth, MN 55802","Duluth","MN","55802","15566","Department of Revenue - Duluth","Department of Revenue","MDOR",NA
"839",NA,NA,NA,NA,"1425 East Rum River Dr South, Cambridge, MN 55008","Cambridge","MN","55008","7020","DHS - CAMBRIDGE - CSS-MLB Admin Office","Department of Human Services","DHS",NA
"840",NA,NA,NA,NA,"123 Bethesda St NW, Alexandria, MN 56308","Alexandria","MN","56308","15806","Alexandria - Bethesda","Department of Human Services","DHS",NA
"841",NA,NA,NA,NA,"101 Old Hwy 4 - Po#205, Biwabik, MN 55708","Biwabik","MN","55708","15807","Biwabik - Old Hwy 4","Department of Human Services","DHS",NA
"842",NA,NA,NA,NA,"10101 1St Ave S, Bloomington, MN 55420","Bloomington","MN","55420","15775","Bloomington - 1st Ave - Shakopee Rd","Department of Human Services","DHS",NA
"843",NA,NA,NA,NA,"8634 Oakland Ave, Bloomington, MN 55420","Bloomington","MN","55420","15828","Bloomington - Oakland","Department of Human Services","DHS",NA
"844",NA,NA,NA,NA,"5422 89Th Crescent No, Brooklyn Park, MN 55443","Brooklyn Park","MN","55443","15790","Brooklyn Park - 89th Crescent","Department of Human Services","DHS",NA
"845",NA,NA,NA,NA,"5209 91St Crescent, Brooklyn Park, MN 55443","Brooklyn Park","MN","55443","15794","Brooklyn Park - 91st Crescent","Department of Human Services","DHS",NA
"846",NA,NA,NA,NA,"8920 Prestwick Circle N, Brooklyn Park, MN 55443","Brooklyn Park","MN","55443","15789","Brooklyn Park - Prestwick","Department of Human Services","DHS",NA
"847",NA,NA,NA,NA,"1101 W Crystal Lake Rd, Burnsville, MN 55337","Burnsville","MN","55337","15783","Burnsville - Crystal","Department of Human Services","DHS",NA
"848",NA,NA,NA,NA,"310 Dean Ave E, Champlin, MN 55316","Champlin","MN","55316","15772","Champlin - Dean","Department of Human Services","DHS",NA
"849",NA,NA,NA,NA,"14080 Rosewood Ln N, Dayton, MN 55327","Dayton","MN","55327","15773","Dayton - Rosewood","Department of Human Services","DHS",NA
"850",NA,NA,NA,NA,"1423 Swan Lake Road, Duluth, MN 55811","Duluth","MN","55811","15813","Duluth - Swan Lake","Department of Human Services","DHS",NA
"851",NA,NA,NA,NA,"3034 Sibley Memorial Hwy, Eagan, MN 55121","Eagan","MN","55121","15785","Eagan - Sibley","Department of Human Services","DHS",NA
"852",NA,NA,NA,NA,"6204 Chatham Way (B), Eden Prairie, MN 55443","Eden Prairie","MN","55443","15829","Eden Prairie - Chatham Way","Department of Human Services","DHS",NA
"853",NA,NA,NA,NA,"7198 Dell Rd (A), Eden Prairie, MN 55443","Eden Prairie","MN","55443","15826","Eden Prairie - Dell Road ICF","Department of Human Services","DHS",NA
"854",NA,NA,NA,NA,"2307 Park Ave NW, Faribault, MN 55021","Faribault","MN","55021","15777","Fairbault - Park Avenue","Department of Human Services","DHS",NA
"855",NA,NA,NA,NA,"54 Allen Path, Faribault, MN 55021","Faribault","MN","55021","15802","Faribault - Allen Path","Department of Human Services","DHS",NA
"856",NA,NA,NA,NA,"1805 Shumway, Faribault, MN 55021","Faribault","MN","55021","15824","Faribault - Shumway","Department of Human Services","DHS",NA
"857",NA,NA,NA,NA,"20345 Donnelly Ave, Farmington, MN 55024","Farmington","MN","55024","15782","Farmington - Donnelly","Department of Human Services","DHS",NA
"858",NA,NA,NA,NA,"20359 Eaves Way, Farmington, MN 55025","Farmington","MN","55025","15795","Farmington - Eaves Way","Department of Human Services","DHS",NA
"859",NA,NA,NA,NA,"22500 Iverson Ave, Forest Lake, MN 55025","Forest Lake","MN","55025","15769","Forest Lake - Iverson","Department of Human Services","DHS",NA
"860",NA,NA,NA,NA,"3220 Scott Ave, Golden Valley, MN 55427","Golden Valley","MN","55427","15786","Golden Valley - Scott Ave.","Department of Human Services","DHS",NA
"861",NA,NA,NA,NA,"5668 W Arrowhead Road, Hermantown, MN 55811","Hermantown","MN","55811","15815","Hermanton - Arrowhead -  Jennifer","Department of Human Services","DHS",NA
"862",NA,NA,NA,NA,"5223 Maple Grove Road, Hermantown, MN 55811","Hermantown","MN","55811","15816","Hermantown - Maple Grove - Hermantown Crisis","Department of Human Services","DHS",NA
"863",NA,NA,NA,NA,"1101 1st Ave NE, Kasson, MN 55944","Kasson","MN","55944","15823","Kasson - 1101 1st Ave","Department of Human Services","DHS",NA
"864",NA,NA,NA,NA,"20086 Hershey Ave W(#1), Lakeville, MN 55044","Lakeville","MN","55044","15820","Lakeville - Hershey","Department of Human Services","DHS",NA
"865",NA,NA,NA,NA,"17041 Jonquil Ave (#2), Lakeville, MN 55044","Lakeville","MN","55044","15825","Lakeville - Jonquil","Department of Human Services","DHS",NA
"866",NA,NA,NA,NA,"2559 140Th Avenue, Mahnomen, MN 56557","Mahnomen","MN","56557","15809","Mahnomen - 140th Avenue","Department of Human Services","DHS",NA
"867",NA,NA,NA,NA,"4401 Newton Ave N, Minneapolis, MN 55412","Minneapolis","MN","55412","15791","Minneapolis - Newton","Department of Human Services","DHS",NA
"868",NA,NA,NA,NA,"12949 Kenyon St NE, Blaine, MN 55449","Blaine","MN","55449","15770","Minnepolis - Blaine - Kenyon","Department of Human Services","DHS",NA
"869",NA,NA,NA,NA,"820 63Rd Avenue N, Moorhead, MN 56560","Moorhead","MN","56560","15810","Moorhead - 63rd Avenue","Department of Human Services","DHS",NA
"870",NA,NA,NA,NA,"305 4Th Street - Po#495, Moose Lake, MN 55767","Moose Lake","MN","55767","15811","Moose Lake - 4th Street - Agate Place","Department of Human Services","DHS",NA
"871",NA,NA,NA,NA,"400 2nd St SW, Morristown, MN 55052","Morristown","MN","55052","15799","Morristown - 2nd Street","Department of Human Services","DHS",NA
"872",NA,NA,NA,NA,"1375 310Th St E Sciota, Northfield, MN 55057","Northfield","MN","55057","15784","Northfield - 310th St - Sciota","Department of Human Services","DHS",NA
"873",NA,NA,NA,NA,"8833 Canby Court, Northfield, MN 55057","Northfield","MN","55057","15803","Northfield - Canby Court","Department of Human Services","DHS",NA
"874",NA,NA,NA,NA,"300 Highland Ave, Northfield, MN 55057","Northfield","MN","55057","15778","Northfield - Highland","Department of Human Services","DHS",NA
"875",NA,NA,NA,NA,"1904 Jefferson Rd, Northfield, MN 55057","Northfield","MN","55057","15801","Northfield - Jefferson","Department of Human Services","DHS",NA
"876",NA,NA,NA,NA,"12433 Loon Drive, Pine City, MN 55063","Pine City","MN","55063","15817","Pine City - Loon Dr - Pine City Crisis","Department of Human Services","DHS",NA
"877",NA,NA,NA,NA,"628 Middle Street, Redwood Falls, MN 56283","Redwood Falls","MN","56283","15819","Redwood Falls - 628 Middle St - Falls Place","Department of Human Services","DHS",NA
"878",NA,NA,NA,NA,"630 Middle Street, Redwood Falls, MN 55063","Redwood Falls","MN","55063","15818","Redwood Falls - 630 Middle St - Middle River","Department of Human Services","DHS",NA
"879",NA,NA,NA,NA,"205 Baker Drive, Redwood Falls, MN 56283","Redwood Falls","MN","56283","15812","Redwood Falls - Baker - Redwood Falls","Department of Human Services","DHS",NA
"880",NA,NA,NA,NA,"6637 4Th Ave So, Richfield, MN 55423","Richfield","MN","55423","15793","Richfield - 4th Ave","Department of Human Services","DHS",NA
"881",NA,NA,NA,NA,"448 17Th St SW, Rochester, MN 55901","Rochester","MN","55901","15821","Rochester - 17th Street","Department of Human Services","DHS",NA
"882",NA,NA,NA,NA,"5405 Hwy 63 So, Rochester, MN 55904","Rochester","MN","55904","15776","Rochester - Highway 63 - Summerset","Department of Human Services","DHS",NA
"883",NA,NA,NA,NA,"700 S 7Th Avenue, Virginia, MN 55792","Virginia","MN","55792","15814","Virginia - 7th Ave - Cedar Ridge","Department of Human Services","DHS",NA
"884",NA,NA,NA,NA,"23450 Falls Ave, Warsaw, MN 55087","Warsaw","MN","55087","15800","Warsaw - Falls - Ableman","Department of Human Services","DHS",NA
"885",NA,NA,NA,NA,"406 West 6Th St, West Concord, MN 55985","West Concord","MN","55985","15774","West Concord - W 6th St.","Department of Human Services","DHS",NA
"886",NA,NA,NA,NA,"23653 COUNTY 25, AKELEY, MN 56433","AKELEY","MN","56433","15973","Akeley - Akeley Crossing","Department of Human Services","DHS",NA
"887",NA,NA,NA,NA,"23655 COUNTY 25, AKELEY, MN 56433","AKELEY","MN","56433","15974","Akeley - Akeley Road","Department of Human Services","DHS",NA
"888",NA,NA,NA,NA,"1610 8th AVENUE EAST, ALEXANDRIA, MN 56308","ALEXANDRIA","MN","56308","15995","Alexandria - CBHH","Department of Human Services","DHS",NA
"889",NA,NA,NA,NA,"400 ANNANDALE BLVD, ANNANDALE, MN 55302","ANNANDALE","MN","55302","15996","Annandale - CBHH","Department of Human Services","DHS",NA
"890",NA,NA,NA,NA,"5361 189TH AVE. NW, ANOKA, MN 55303","ANOKA","MN","55303","17111","Anoka - 189th Ave - Anoka/Burns","Department of Human Services","DHS",NA
"891",NA,NA,NA,NA,"2001 11TH ST. SW, AUSTIN, MN 55912","AUSTIN","MN","55912","15977","Austin - 11th St - Shady Grove","Department of Human Services","DHS",NA
"892",NA,NA,NA,NA,"2304 14th Street SW, AUSTIN, MN 55812","AUSTIN","MN","55812","15979","Austin - 14th St - Edge of 17","Department of Human Services","DHS",NA
"893",NA,NA,NA,NA,"1300 18th AVENUE NW, SUITE F, AUSTIN, MN 55912","AUSTIN","MN","55912","17109","Austin - 18th Ave - Community Employee Center","Department of Human Services","DHS",NA
"894",NA,NA,NA,NA,"1311 2nd Ave NW, AUSTIN, MN 55812","AUSTIN","MN","55812","15976","Austin - 2nd Ave - Parkview","Department of Human Services","DHS",NA
"895",NA,NA,NA,NA,"4707 BRENTWOOD DRIVE, BAXTER, MN 56425","BAXTER","MN","56425","15983","Baxter - Brentwood","Department of Human Services","DHS",NA
"896",NA,NA,NA,NA,"14241 GRAND OAKS DRIVE, BAXTER, MN 56425","BAXTER","MN","56425","15994","Baxter - CBHH","Department of Human Services","DHS",NA
